CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Geography_Germany,Geography_Spain,BalancePerProduct,BalanceSalaryRatio,TenureAgeRatio,IsZeroBalance,AgeGroup_30-45,AgeGroup_45-60,AgeGroup_60+
834,0,49,2,131394.56,1,0,0,194365.76,0,0,131394.56,0.6760170104034784,0.04081632653061224,0,0,1,0
660,0,61,5,155931.11,1,1,1,158338.39,0,1,155931.11,0.9847966118639957,0.08196721311475409,0,0,0,1
776,0,32,4,109421.13,2,1,1,126517.46,1,0,54710.565,0.8648697974176844,0.125,0,1,0,0
829,0,27,9,112045.67,1,1,1,119708.21,1,0,112045.67,0.9359898539958119,0.3333333333333333,0,0,0,0
637,0,39,9,137843.8,1,1,1,117622.8,1,0,137843.8,1.1719139486562127,0.23076923076923078,0,1,0,0
550,1,38,2,103391.38,1,0,1,90878.13,1,0,103391.38,1.1376926439837616,0.05263157894736842,0,1,0,0
776,0,37,2,103769.22,2,1,0,194099.12,1,0,51884.61,0.5346197344944171,0.05405405405405406,0,1,0,0
698,1,44,10,116363.37,2,1,0,198059.16,1,0,58181.685,0.5875182445487499,0.22727272727272727,0,1,0,0
585,1,36,5,146050.97,2,0,0,86424.57,1,0,73025.485,1.6899241731836212,0.1388888888888889,0,1,0,0
788,0,33,5,0.0,2,0,0,116978.19,0,0,0.0,0.0,0.15151515151515152,1,1,0,0
655,1,41,8,125561.97,1,0,0,164040.94,1,0,125561.97,0.7654306906556375,0.1951219512195122,0,1,0,0
601,1,42,1,98495.72,1,1,0,40014.76,1,0,98495.72,2.4614847121412198,0.023809523809523808,0,1,0,0
619,1,43,1,125211.92,1,1,1,113410.49,0,0,125211.92,1.1040594216637278,0.023255813953488372,0,1,0,0
656,1,45,5,127864.4,1,1,0,87107.57,0,0,127864.4,1.4678907929586371,0.1111111111111111,0,0,1,0
725,1,19,0,75888.2,1,0,0,45613.75,1,0,75888.2,1.6637132443616234,0.0,0,0,0,0
511,0,66,4,0.0,1,1,0,1643.11,0,1,0.0,0.0,0.06060606060606061,1,0,0,1
614,1,51,4,40685.92,1,1,1,46775.28,0,0,40685.92,0.8698167066022907,0.0784313725490196,0,0,1,0
742,1,35,5,136857.0,1,0,0,84509.57,1,0,136857.0,1.619426060267494,0.14285714285714285,0,1,0,0
687,0,27,9,152328.88,2,0,0,126494.82,1,0,76164.44,1.2042301811252034,0.3333333333333333,0,0,0,0
555,1,33,1,56084.69,2,0,0,178798.13,0,1,28042.345,0.3136760434798731,0.030303030303030304,0,1,0,0
684,1,56,8,78707.16,1,1,1,99398.36,0,1,78707.16,0.7918355997020474,0.14285714285714285,0,0,1,0
603,1,26,4,109166.37,1,1,1,92840.67,1,0,109166.37,1.17584642592519,0.15384615384615385,0,0,0,0
751,0,36,6,169831.46,2,1,1,27758.36,1,0,84915.73,6.1182094331221295,0.16666666666666666,0,1,0,0
581,0,34,1,101633.04,1,1,0,110431.51,1,0,101633.04,0.9203264539260578,0.029411764705882353,0,1,0,0
735,1,43,10,123180.01,2,1,1,196673.28,1,0,61590.005,0.6263179726295305,0.23255813953488372,0,1,0,0
661,0,35,5,150725.53,2,0,1,113656.85,1,0,75362.765,1.3261455864736704,0.14285714285714285,0,1,0,0
675,0,21,8,98373.26,1,1,0,18203.0,0,0,98373.26,5.404233368126133,0.38095238095238093,0,0,0,0
738,1,58,2,133745.44,4,1,0,28373.86,1,0,33436.36,4.713685060827113,0.034482758620689655,0,0,1,0
813,1,29,6,0.0,1,1,0,33953.87,0,0,0.0,0.0,0.20689655172413793,1,0,0,0
657,0,37,0,163607.18,1,0,1,44203.55,0,1,163607.18,3.701222639358151,0.0,0,1,0,0
604,0,25,5,157780.84,2,1,1,58426.81,1,0,78890.42,2.7004869853411475,0.2,0,0,0,0
519,1,36,9,0.0,2,0,1,145562.4,0,0,0.0,0.0,0.25,1,1,0,0
735,0,21,1,178718.19,2,1,0,22388.0,0,0,89359.095,7.982767107378953,0.047619047619047616,0,0,0,0
664,1,55,8,0.0,2,1,1,139161.64,0,0,0.0,0.0,0.14545454545454545,1,0,1,0
678,0,32,9,0.0,1,1,1,148210.64,0,0,0.0,0.0,0.28125,1,1,0,0
757,1,33,5,77253.22,1,0,1,194239.63,0,1,77253.22,0.39772120653236415,0.15151515151515152,0,1,0,0
416,0,41,10,122189.66,2,1,0,98301.61,1,0,61094.83,1.2430077187952466,0.24390243902439024,0,1,0,0
665,0,34,1,96645.54,2,0,0,171413.66,0,0,48322.77,0.5638146924813343,0.029411764705882353,0,1,0,0
777,0,32,2,0.0,1,1,0,136458.19,0,0,0.0,0.0,0.0625,1,1,0,0
543,0,36,3,0.0,2,0,0,26019.59,0,0,0.0,0.0,0.08333333333333333,1,1,0,0
506,0,34,4,90307.62,1,1,1,159235.29,0,0,90307.62,0.5671332026964625,0.11764705882352941,0,1,0,0
493,0,46,4,0.0,2,1,0,1907.66,0,0,0.0,0.0,0.08695652173913043,1,0,1,0
652,0,75,10,0.0,2,1,1,114675.75,0,1,0.0,0.0,0.13333333333333333,1,0,0,1
750,1,22,3,121681.82,1,1,0,128643.35,0,1,121681.82,0.945885037975146,0.13636363636363635,0,0,0,0
729,1,30,9,0.0,2,1,0,151869.35,0,0,0.0,0.0,0.3,1,1,0,0
646,0,46,4,0.0,3,1,0,93251.42,0,0,0.0,0.0,0.08695652173913043,1,0,1,0
635,0,28,3,81623.67,2,1,1,156791.36,1,0,40811.835,0.520587805348458,0.10714285714285714,0,0,0,0
647,0,44,5,0.0,3,1,1,174205.22,0,1,0.0,0.0,0.11363636363636363,1,1,0,0
808,1,45,7,118626.55,2,1,0,147132.46,0,0,59313.275,0.8062568246327154,0.15555555555555556,0,0,1,0
524,0,36,10,0.0,2,1,0,109614.57,0,0,0.0,0.0,0.2777777777777778,1,1,0,0
769,1,29,8,0.0,2,1,1,172290.61,0,0,0.0,0.0,0.27586206896551724,1,0,0,0
730,1,42,4,0.0,2,0,1,85982.47,0,1,0.0,0.0,0.09523809523809523,1,1,0,0
515,1,35,10,176273.95,1,0,1,121277.78,0,1,176273.95,1.453472763106317,0.2857142857142857,0,1,0,0
773,1,41,9,102827.44,1,0,1,64595.25,0,1,102827.44,1.5918730866433677,0.21951219512195122,0,1,0,0
814,1,29,8,97086.4,2,1,1,197276.13,1,0,48543.2,0.4921345527205952,0.27586206896551724,0,0,0,0
710,1,22,8,0.0,2,0,0,99645.04,0,1,0.0,0.0,0.36363636363636365,1,0,0,0
413,1,34,9,0.0,2,0,0,6534.18,0,0,0.0,0.0,0.2647058823529412,1,1,0,0
665,0,40,6,0.0,1,1,1,161848.03,0,0,0.0,0.0,0.15,1,1,0,0
623,0,44,6,0.0,2,0,0,167162.43,0,0,0.0,0.0,0.13636363636363635,1,1,0,0
738,1,31,9,82674.15,1,1,0,41970.72,0,0,82674.15,1.9698053786068,0.2903225806451613,0,1,0,0
528,1,36,7,0.0,2,1,0,60536.56,0,1,0.0,0.0,0.19444444444444445,1,1,0,0
670,0,65,1,0.0,1,1,1,177655.68,0,1,0.0,0.0,0.015384615384615385,1,0,0,1
622,0,46,4,107073.27,2,1,1,30984.59,0,1,53536.635,3.4556942660851733,0.08695652173913043,0,0,1,0
582,1,32,1,88938.62,1,1,1,10054.53,1,0,88938.62,8.845626797075546,0.03125,0,1,0,0
785,0,36,2,99806.85,1,0,1,36976.52,1,0,99806.85,2.699195327196827,0.05555555555555555,0,1,0,0
605,1,33,5,150092.8,1,0,0,71862.79,0,1,150092.8,2.0886024603275213,0.15151515151515152,0,1,0,0
479,1,35,9,92833.89,1,1,0,99449.86,1,0,92833.89,0.933474315599841,0.2571428571428571,0,1,0,0
685,1,30,3,90536.81,1,0,1,63082.88,1,0,90536.81,1.435204131453732,0.1,0,1,0,0
538,1,39,7,108055.1,2,1,0,27231.26,1,0,54027.55,3.968053626604131,0.1794871794871795,0,1,0,0
562,1,42,2,100238.35,1,0,0,86797.41,0,0,100238.35,1.154854159818824,0.047619047619047616,0,1,0,0
675,1,36,9,106190.55,1,0,1,22994.32,0,1,106190.55,4.618120909859479,0.25,0,1,0,0
721,1,28,9,154475.54,2,0,1,101300.94,1,0,77237.77,1.524917142920885,0.32142857142857145,0,0,0,0
628,0,30,9,132351.29,2,1,1,74169.13,1,0,66175.645,1.7844525073976194,0.3,0,1,0,0
668,0,37,6,167864.4,1,1,0,115638.29,1,0,167864.4,1.4516333646926118,0.16216216216216217,0,1,0,0
506,0,41,1,0.0,2,1,0,31766.3,0,0,0.0,0.0,0.024390243902439025,1,1,0,0
524,0,31,8,107818.63,1,1,0,199725.39,1,0,107818.63,0.5398343695811534,0.25806451612903225,0,1,0,0
699,1,34,4,185173.81,2,1,0,120834.48,1,0,92586.905,1.5324583678433508,0.11764705882352941,0,1,0,0
828,1,34,8,129433.34,2,0,0,38131.77,0,0,64716.67,3.394370101361673,0.23529411764705882,0,1,0,0
674,1,39,6,120193.42,1,0,0,100130.95,0,1,120193.42,1.2003623255347122,0.15384615384615385,0,1,0,0
656,0,39,6,0.0,2,1,0,141069.88,0,0,0.0,0.0,0.15384615384615385,1,1,0,0
684,0,48,10,126384.42,1,1,1,198129.36,1,0,126384.42,0.6378883977619471,0.20833333333333334,0,0,1,0
625,0,28,3,0.0,1,0,0,183646.41,0,0,0.0,0.0,0.10714285714285714,1,0,0,0
432,1,42,9,152603.45,1,1,0,110265.24,0,0,152603.45,1.3839669691010512,0.21428571428571427,0,1,0,0
549,0,52,1,0.0,1,0,1,8636.05,0,0,0.0,0.0,0.019230769230769232,1,0,1,0
625,1,56,0,148507.24,1,1,0,46824.08,1,0,148507.24,3.17159974098797,0.0,0,0,1,0
828,0,41,7,0.0,2,1,0,171378.77,0,0,0.0,0.0,0.17073170731707318,1,1,0,0
770,1,24,9,101827.07,1,1,0,167256.35,0,0,101827.07,0.6088083950175883,0.375,0,0,0,0
758,0,34,3,0.0,2,1,1,124226.16,0,0,0.0,0.0,0.08823529411764706,1,1,0,0
795,0,33,9,130862.43,1,1,1,114935.21,1,0,130862.43,1.138575637526568,0.2727272727272727,0,1,0,0
687,1,38,9,122570.87,1,1,1,35608.88,0,0,122570.87,3.442143364239482,0.23684210526315788,0,1,0,0
686,1,25,1,0.0,2,0,1,16459.37,0,0,0.0,0.0,0.04,1,0,0,0
789,1,39,7,124828.46,2,1,1,124411.08,1,0,62414.23,1.003354845886717,0.1794871794871795,0,1,0,0
589,0,50,5,144895.05,2,1,1,34941.23,1,0,72447.525,4.146821677428069,0.1,0,0,1,0
461,0,34,5,63663.93,1,0,1,167784.28,1,0,63663.93,0.3794391822642741,0.14705882352941177,0,1,0,0
637,1,40,2,133463.1,1,0,1,93165.34,0,0,133463.1,1.4325402558505127,0.05,0,1,0,0
584,0,48,2,213146.2,1,1,0,75161.25,0,1,213146.2,2.835852250993697,0.041666666666666664,0,0,1,0
579,0,35,1,129490.36,2,0,1,8590.83,0,1,64745.18,15.073090725808798,0.02857142857142857,0,1,0,0
756,1,44,10,137452.09,1,1,0,189543.9,1,0,137452.09,0.7251728491394341,0.22727272727272727,0,1,0,0
663,1,34,7,0.0,2,1,1,180427.24,0,0,0.0,0.0,0.20588235294117646,1,1,0,0
682,0,43,5,125851.93,1,1,1,193318.33,0,0,125851.93,0.6510087791468093,0.11627906976744186,0,1,0,0
793,1,52,2,0.0,1,1,0,159123.82,0,1,0.0,0.0,0.038461538461538464,1,0,1,0
691,0,31,5,40915.55,1,1,0,126213.84,0,0,40915.55,0.32417641361676347,0.16129032258064516,0,1,0,0
485,0,21,5,113157.22,1,1,1,54141.5,0,1,113157.22,2.090027428128146,0.23809523809523808,0,0,0,0
635,0,29,8,138296.94,2,1,0,141075.51,0,1,69148.47,0.9803043774217084,0.27586206896551724,0,0,0,0
650,1,37,5,106967.18,1,0,0,24495.03,0,0,106967.18,4.36689320241698,0.13513513513513514,0,1,0,0
735,1,44,9,120681.63,1,1,0,74836.34,0,0,120681.63,1.612607324195705,0.20454545454545456,0,1,0,0
416,1,32,0,0.0,2,0,1,878.87,0,0,0.0,0.0,0.0,1,1,0,0
754,0,32,7,0.0,2,1,0,89520.75,0,1,0.0,0.0,0.21875,1,1,0,0
535,0,48,9,0.0,1,1,0,149892.79,0,0,0.0,0.0,0.1875,1,0,1,0
716,1,42,8,0.0,2,1,0,180800.42,0,1,0.0,0.0,0.19047619047619047,1,1,0,0
539,1,37,2,127609.59,1,1,0,98646.22,0,0,127609.59,1.293608513331783,0.05405405405405406,0,1,0,0
614,0,43,6,0.0,2,1,1,109041.53,0,0,0.0,0.0,0.13953488372093023,1,1,0,0
706,1,57,7,0.0,1,1,0,17941.16,0,1,0.0,0.0,0.12280701754385964,1,0,1,0
758,0,33,7,0.0,2,0,0,82996.47,0,0,0.0,0.0,0.21212121212121213,1,1,0,0
586,0,28,2,0.0,2,1,1,92067.35,0,1,0.0,0.0,0.07142857142857142,1,0,0,0
646,0,73,6,97259.25,1,0,1,104719.66,0,0,97259.25,0.9287582675497609,0.0821917808219178,0,0,0,1
631,0,33,4,123246.7,1,0,0,112687.57,1,0,123246.7,1.0937027038563347,0.12121212121212122,0,1,0,0
717,0,22,6,101060.25,1,0,1,84699.56,0,1,101060.25,1.1931614520783815,0.2727272727272727,0,0,0,0
684,1,30,2,0.0,2,1,0,83473.82,0,0,0.0,0.0,0.06666666666666667,1,1,0,0
800,0,49,7,108007.36,1,0,0,47125.11,0,0,108007.36,2.2919280188417597,0.14285714285714285,0,0,1,0
721,0,36,2,0.0,2,1,1,106977.8,0,1,0.0,0.0,0.05555555555555555,1,1,0,0
683,1,29,0,133702.89,1,1,0,55582.54,0,1,133702.89,2.405483628491969,0.0,0,0,0,0
660,1,31,9,125189.75,2,1,1,139874.43,1,0,62594.875,0.8950152647628306,0.2903225806451613,0,1,0,0
704,0,24,7,113034.22,1,1,0,162503.48,1,0,113034.22,0.6955803038802615,0.2916666666666667,0,0,0,0
615,0,41,9,109013.23,1,1,0,196499.96,0,1,109013.23,0.554774820310396,0.21951219512195122,0,1,0,0
667,0,39,2,0.0,2,1,0,40721.24,0,1,0.0,0.0,0.05128205128205128,1,1,0,0
682,1,24,9,57929.81,2,0,0,53134.3,1,0,28964.905,1.0902526240112318,0.375,0,0,0,0
484,0,29,4,130114.39,1,1,0,164017.89,0,0,130114.39,0.7932938900750399,0.13793103448275862,0,0,0,0
628,1,27,5,95826.49,2,1,0,155996.96,1,0,47913.245,0.6142843424641096,0.18518518518518517,0,0,0,0
480,1,44,10,129608.57,1,1,0,5472.7,1,0,129608.57,23.68274709010178,0.22727272727272727,0,1,0,0
578,1,30,4,169462.09,1,1,0,112187.11,0,0,169462.09,1.5105308444080607,0.13333333333333333,0,1,0,0
512,1,40,5,0.0,2,1,1,146457.83,0,0,0.0,0.0,0.125,1,1,0,0
484,0,35,7,133868.21,1,1,1,27286.1,0,1,133868.21,4.9060954112167,0.2,0,1,0,0
510,0,30,0,0.0,2,1,1,130553.47,0,0,0.0,0.0,0.0,1,1,0,0
606,1,36,5,190479.48,2,0,0,179351.89,1,0,95239.74,1.0620433383779786,0.1388888888888889,0,1,0,0
597,0,40,8,101993.12,1,0,1,94774.12,0,1,101993.12,1.0761705832773758,0.2,0,1,0,0
754,0,55,3,161608.81,1,1,0,8080.85,1,0,161608.81,19.998986492757567,0.05454545454545454,0,0,1,0
850,0,45,2,122311.21,1,1,1,19482.5,0,1,122311.21,6.2780038496086235,0.044444444444444446,0,0,1,0
510,1,65,2,0.0,2,1,1,48071.61,0,0,0.0,0.0,0.03076923076923077,1,0,0,1
778,0,45,1,162150.42,2,1,0,174531.27,1,0,81075.21,0.929062282077017,0.022222222222222223,0,0,1,0
636,1,42,2,0.0,2,1,1,55470.78,0,0,0.0,0.0,0.047619047619047616,1,1,0,0
804,0,50,4,0.0,1,1,1,8546.87,0,0,0.0,0.0,0.08,1,0,1,0
514,1,32,8,0.0,2,1,0,95857.18,0,0,0.0,0.0,0.25,1,1,0,0
730,0,39,1,99010.67,1,1,0,194945.8,0,0,99010.67,0.507888192512996,0.02564102564102564,0,1,0,0
525,0,37,0,0.0,1,0,1,131521.72,0,1,0.0,0.0,0.0,1,1,0,0
616,1,30,5,0.0,2,0,1,196108.51,0,1,0.0,0.0,0.16666666666666666,1,1,0,0
687,0,34,7,111388.18,2,1,0,148564.76,1,0,55694.09,0.7497617873848413,0.20588235294117646,0,1,0,0
715,0,41,8,56214.85,2,0,0,92982.61,0,0,28107.425,0.6045738014882568,0.1951219512195122,0,1,0,0
512,0,36,3,84327.77,2,1,0,17675.36,0,0,42163.885,4.77092234613609,0.08333333333333333,0,1,0,0
479,1,40,1,0.0,2,0,0,114996.43,0,0,0.0,0.0,0.025,1,1,0,0
601,1,32,8,93012.89,1,1,0,86957.42,0,0,93012.89,1.0696371856478724,0.25,0,1,0,0
580,1,29,9,61710.44,2,1,0,128077.8,0,1,30855.22,0.48181995630780666,0.3103448275862069,0,0,0,0
807,1,35,3,174790.15,1,1,1,600.36,0,0,174790.15,291.1422313278699,0.08571428571428572,0,1,0,0
616,0,32,6,0.0,2,1,1,43001.46,0,1,0.0,0.0,0.1875,1,1,0,0
721,1,37,3,107720.64,1,1,1,158591.12,1,0,107720.64,0.6792350038261915,0.08108108108108109,0,1,0,0
501,1,57,10,0.0,2,1,1,47847.19,0,0,0.0,0.0,0.17543859649122806,1,0,1,0
521,1,35,6,96423.84,1,1,0,10488.44,0,0,96423.84,9.19334429142942,0.17142857142857143,0,1,0,0
850,1,30,2,141040.01,1,1,1,5978.2,0,1,141040.01,23.592387340671106,0.06666666666666667,0,1,0,0
759,1,42,4,105420.18,1,0,1,121409.06,0,0,105420.18,0.8683057096397913,0.09523809523809523,0,1,0,0
516,1,50,5,0.0,1,0,1,146145.93,0,1,0.0,0.0,0.1,1,0,1,0
711,0,38,2,129022.06,2,1,1,14374.86,0,0,64511.03,8.975535066080644,0.05263157894736842,0,1,0,0
512,1,33,3,176666.62,1,1,0,94670.77,0,1,176666.62,1.8661158032199379,0.09090909090909091,0,1,0,0
550,1,37,3,0.0,1,1,1,179670.31,0,0,0.0,0.0,0.08108108108108109,1,1,0,0
608,0,41,3,89763.84,1,0,0,199304.74,0,1,89763.84,0.4503848729337797,0.07317073170731707,0,1,0,0
618,1,34,5,134954.53,1,1,1,151954.39,0,0,134954.53,0.8881252460030934,0.14705882352941177,0,1,0,0
643,1,45,5,0.0,1,1,0,142513.5,0,0,0.0,0.0,0.1111111111111111,1,0,1,0
671,1,45,2,106376.85,1,0,1,158264.62,0,0,106376.85,0.6721454864643785,0.044444444444444446,0,0,1,0
689,1,33,2,161814.64,2,1,0,169381.9,1,0,80907.32,0.9553242701847129,0.06060606060606061,0,1,0,0
603,1,31,8,0.0,2,1,1,169915.02,0,0,0.0,0.0,0.25806451612903225,1,1,0,0
620,0,41,9,0.0,2,0,0,88852.47,0,0,0.0,0.0,0.21951219512195122,1,1,0,0
676,0,34,1,63095.01,1,1,1,40645.81,0,0,63095.01,1.5523127722144054,0.029411764705882353,0,1,0,0
572,1,26,4,118287.01,2,0,0,60427.3,1,0,59143.505,1.9575094369597845,0.15384615384615385,0,0,0,0
668,1,47,7,106854.21,1,0,1,157959.02,1,0,106854.21,0.6764679218698623,0.14893617021276595,0,0,1,0
695,1,46,7,49512.55,1,1,0,133007.34,0,0,49512.55,0.37225426807272444,0.15217391304347827,0,0,1,0
730,0,33,9,0.0,2,0,0,176576.62,0,1,0.0,0.0,0.2727272727272727,1,1,0,0
807,1,43,1,105799.32,2,1,0,34888.04,0,0,52899.66,3.0325383713157863,0.023255813953488372,0,1,0,0
592,1,54,8,0.0,1,1,1,28737.71,0,0,0.0,0.0,0.14814814814814814,1,0,1,0
726,0,31,9,114722.05,2,1,1,98178.57,0,0,57361.025,1.1685039820808145,0.2903225806451613,0,1,0,0
514,1,30,7,0.0,1,0,1,125010.24,0,1,0.0,0.0,0.23333333333333334,1,1,0,0
567,1,42,2,0.0,2,1,1,167984.61,0,0,0.0,0.0,0.047619047619047616,1,1,0,0
850,1,33,10,0.0,1,1,0,4861.72,0,0,0.0,0.0,0.30303030303030304,1,1,0,0
671,1,45,6,99564.22,1,1,1,108872.45,1,0,99564.22,0.9145033477247918,0.13333333333333333,0,0,1,0
670,1,37,4,170557.91,2,1,0,198252.88,0,0,85278.955,0.8603048288630157,0.10810810810810811,0,1,0,0
694,0,30,9,0.0,2,1,1,26960.31,0,0,0.0,0.0,0.3,1,1,0,0
547,0,39,6,74596.15,3,1,1,85746.52,1,0,24865.38333333333,0.8699612532380322,0.15384615384615385,0,1,0,0
751,1,50,2,96888.39,1,1,0,77206.25,1,0,96888.39,1.2549293612887558,0.04,0,0,1,0
594,0,29,3,130830.22,1,1,0,61048.53,1,0,130830.22,2.1430527483626554,0.10344827586206896,0,0,0,0
673,1,72,1,0.0,2,0,1,111981.19,0,0,0.0,0.0,0.013888888888888888,1,0,0,1
610,1,40,0,0.0,2,1,0,62232.6,0,0,0.0,0.0,0.0,1,1,0,0
512,0,37,1,0.0,2,0,1,156105.03,0,0,0.0,0.0,0.02702702702702703,1,1,0,0
767,1,20,3,119714.25,2,0,1,150135.38,1,0,59857.125,0.7973753421745094,0.15,0,0,0,0
585,0,67,5,113978.97,2,0,1,93146.11,0,0,56989.485,1.2236578639730633,0.07462686567164178,0,0,0,1
763,1,42,6,100160.75,1,1,0,33462.94,1,0,100160.75,2.9931844004143087,0.14285714285714285,0,1,0,0
712,0,29,2,0.0,1,1,1,144375.0,0,0,0.0,0.0,0.06896551724137931,1,0,0,0
539,0,43,3,116220.5,3,1,0,55803.96,1,0,38740.166666666664,2.0826568580437663,0.06976744186046512,0,1,0,0
668,0,46,2,0.0,3,1,0,89048.46,0,0,0.0,0.0,0.043478260869565216,1,0,1,0
703,1,28,2,81173.83,2,0,1,162812.16,0,0,40586.915,0.49857350949707935,0.07142857142857142,0,0,0,0
662,1,38,4,0.0,2,1,0,136259.65,0,1,0.0,0.0,0.10526315789473684,1,1,0,0
725,0,39,5,116803.8,1,1,0,124052.97,1,0,116803.8,0.9415639141892371,0.1282051282051282,0,1,0,0
703,1,37,8,105961.68,2,0,1,74158.8,0,0,52980.84,1.4288483632421236,0.21621621621621623,0,1,0,0
659,1,67,6,117411.6,1,1,1,45071.09,1,0,117411.6,2.6050312961146496,0.08955223880597014,0,0,0,1
523,1,34,7,0.0,2,1,0,62030.06,0,1,0.0,0.0,0.20588235294117646,1,1,0,0
635,0,40,10,123497.58,1,1,0,131953.23,0,0,123497.58,0.9359193405117858,0.25,0,1,0,0
772,1,26,7,152400.51,2,1,0,79414.0,1,0,76200.255,1.9190635152492006,0.2692307692307692,0,0,0,0
545,0,26,1,0.0,2,1,1,199638.56,0,0,0.0,0.0,0.038461538461538464,1,0,0,0
